step,action
0,4
1,0
2,4
3,3
4,4
5,2
6,1
7,2
8,4
9,4
10,4
11,3
12,0
13,4
14,4
15,2
16,4
17,0
18,2
19,4
20,4
21,4
22,3
23,3
24,1
25,3
26,4
27,4
28,3
29,1
30,2
31,4
32,4
33,4
34,1
35,4
36,2
37,4
38,4
39,4
40,4
41,4
42,4
43,3
44,1
45,0
46,0
47,2
48,4
49,4
50,4
51,4
52,1
53,4
54,0
55,3
56,2
57,4
58,2
59,3
60,2
61,4
62,4
63,4
64,3
65,4
66,4
67,1
68,4
69,4
70,1
71,1
72,1
73,2
74,1
75,4
76,2
77,4
78,4
79,4
80,4
81,1
82,2
83,3
84,4
85,4
