step,action
0,0
1,1
2,4
3,3
4,0
5,0
6,0
7,1
8,2
9,0
10,0
11,0
12,4
13,2
14,1
15,3
16,2
17,0
18,2
19,4
20,4
21,0
22,0
23,2
24,3
25,1
26,3
27,0
28,0
29,0
30,3
31,0
32,3
33,3
34,0
35,2
36,0
37,1
38,0
39,3
40,3
41,1
42,1
43,3
44,2
45,2
46,3
47,2
48,3
