x,y
498.13766,351.89188
497.75085,353.28345
496.8487,354.67087
495.4311,356.05402
493.998,356.9327
492.04922,357.8068
489.58456,358.67612
487.1037,360.04044
484.10638,361.39944
480.5923,362.75287
476.5609,364.1003
472.01175,365.44128
466.94418,366.77524
461.35745,368.10153
455.75067,369.41937
449.62292,370.72784
442.97314,372.02594
435.80014,373.3123
428.60242,375.08533
420.87875,376.8432
412.6276,378.58362
403.84744,380.3038
394.53665,382.00027
384.69366,383.66882
374.31717,385.3043
363.40643,386.90045
351.9617,388.44998
339.98483,389.94485
327.47998,391.3768
314.454,392.7385
300.91638,394.02536
286.87802,395.23676
272.84952,396.3766
258.33908,397.45236
243.35199,398.47348
227.89067,399.44977
