step,action
0,4
1,2
2,2
3,2
4,3
5,2
6,2
7,2
8,2
9,2
10,3
11,2
12,2
13,3
14,0
15,2
16,2
17,4
18,2
19,2
20,2
21,2
22,2
23,2
24,2
25,2
