step,action
0,1
1,1
2,2
3,0
4,0
5,1
6,0
7,4
8,0
9,2
10,0
11,2
12,0
13,1
14,2
15,3
16,3
17,2
18,0
19,2
20,0
21,1
22,3
23,4
24,0
25,3
26,0
27,0
28,3
29,2
30,3
31,3
32,3
33,4
34,2
35,0
36,2
37,0
38,0
39,2
40,2
41,0
42,3
43,0
44,0
45,1
46,0
47,3
48,4
49,1
50,0
51,0
52,2
