x,y
212.91248,372.0299
211.72795,370.4863
211.08429,368.91003
210.98233,367.30148
211.42311,365.6606
212.40799,363.98706
213.93869,362.28003
216.01729,360.53833
218.6464,358.7602
221.82924,356.9433
225.56975,355.08435
229.87283,353.1791
234.74458,351.22183
240.19261,349.20462
246.22658,347.11676
252.85875,344.9428
260.1048,342.66034
267.98447,340.23495
276.52133,337.61203
285.73795,334.7011
295.63483,331.3516
306.1236,327.34238
316.92654,322.50357
327.7235,316.99207
338.4823,311.15073
349.34174,305.19363
360.4315,299.20816
371.83856,293.2251
383.618,287.2541
395.80524,281.29712
