step,action
0,1
1,1
2,1
3,2
4,2
5,0
6,1
7,1
8,1
9,1
10,3
11,0
12,1
13,0
14,4
15,1
16,3
17,0
18,4
19,4
20,0
21,2
22,3
23,1
24,2
25,4
26,1
27,2
28,1
29,3
30,1
31,4
32,4
33,1
34,0
35,1
36,1
37,1
38,4
39,2
40,3
41,1
42,3
43,3
44,1
45,2
46,2
47,3
48,1
49,3
50,4
51,3
52,4
53,2
54,1
55,1
56,2
57,1
58,2
59,1
60,0
61,0
62,0
63,3
64,3
65,0
66,2
67,0
68,1
69,2
70,2
71,2
