step,action
0,0
1,0
2,1
3,0
4,3
5,4
6,1
7,1
8,4
9,0
10,0
11,0
12,1
13,0
14,0
15,0
16,2
17,4
18,0
19,0
20,0
21,3
22,4
23,0
24,0
25,0
26,0
27,4
28,0
29,0
30,4
31,3
32,1
33,0
34,3
35,0
36,2
37,3
38,3
39,2
40,0
41,0
42,1
43,3
44,0
45,0
46,2
47,2
48,0
49,0
