x,y
225.824,370.30136
224.4804,368.75745
223.1841,367.67044
221.9356,366.54132
220.73537,365.3711
219.58391,364.66058
218.4813,364.41083
217.4272,364.12274
216.42134,363.7972
215.46347,363.43503
214.55339,363.537
214.19055,363.60382
213.8747,363.6358
213.10567,363.63324
212.38306,363.59665
211.20653,363.5266
209.57553,363.424
207.98933,362.78998
206.94756,362.1256
205.95013,361.43167
204.99698,361.2088
204.08777,360.9576
203.22215,361.1787
202.39958,361.87262
201.11923,362.53976
199.88008,363.18082
198.6812,363.79648
197.52171,364.88733
195.90057,365.95392
193.81654,366.99698
191.76833,367.51746
190.2549,368.0162
189.27551,368.4939
188.3296,368.45084
186.91687,368.38745
185.03683,368.30432
183.68889,368.2021
181.87262,368.0813
180.08745,367.4426
178.33301,366.7866
176.60895,365.61392
174.91505,364.9252
173.25099,364.221
172.11641,363.50186
171.51117,362.76816
170.93524,362.52014
170.88852,362.25797
170.87106,362.4817
170.3828,362.69128
169.42351,362.88684
168.99286,363.06863
168.59065,362.73672
167.71684,362.39124
166.87126,362.53247
166.5536,362.66058
165.76373,362.77563
165.0014,363.3778
164.26624,364.46722
163.55777,366.04398
162.37546,367.60806
161.21861,369.6596
160.5865,371.69876
159.97855,374.2255
159.89407,376.7398
159.83253,379.74152
159.7933,383.23056
159.77567,387.20676
159.27881,391.17004
158.80186,395.62042
