step,action
0,1
1,4
2,0
3,4
4,4
5,0
6,1
7,0
8,3
9,0
10,4
11,3
12,0
13,2
14,4
15,1
16,0
17,0
18,0
19,3
20,0
21,3
22,0
23,2
24,0
25,2
26,1
27,0
28,3
29,4
30,0
31,4
32,0
33,0
34,3
35,0
36,0
37,0
38,0
39,0
40,1
41,4
42,2
43,4
44,0
45,2
46,4
47,1
48,0
49,0
50,2
51,0
52,4
53,4
54,0
55,0
56,0
57,3
58,1
59,4
60,0
