x,y
128.82277,147.11803
129.7444,146.11197
130.67543,144.61443
132.11577,143.12541
133.06534,141.64503
134.02406,140.67334
134.49188,139.71037
135.46872,138.75615
136.95456,137.81073
138.44933,136.8742
140.45302,135.94669
142.46559,135.5283
144.48706,135.61922
146.5175,135.21959
148.5569,134.3296
150.60524,133.94939
153.16254,133.57912
155.22879,133.21901
157.304,132.36923
159.88815,131.52994
162.9812,130.70134
166.58308,129.88367
170.69379,129.07724
174.81326,128.28241
179.44144,127.49951
184.57825,126.728966
190.22359,125.97123
195.87733,125.72684
202.0394,125.49634
208.70963,125.28038
214.88779,125.079636
221.57368,124.89476
228.26698,124.726425
234.96733,124.07531
242.17426,123.44199
248.8872,122.82706
256.1056,122.23097
