x,y
351.02588,422.9006
349.35138,423.54034
347.6629,423.64505
346.46075,423.7143
345.24515,424.24777
343.5165,424.74536
341.77524,425.20685
339.52188,425.63202
337.25696,426.02045
334.98108,426.37183
332.19485,426.68582
328.899,426.9619
325.0944,427.19965
320.78214,427.39844
316.4634,428.05768
311.63956,428.67722
306.81213,429.75693
301.48264,430.79715
296.15268,431.29837
290.82388,432.26096
284.99768,433.18564
278.67566,434.0734
272.8593,434.92538
267.04993,435.74283
261.7486,436.52704
256.45624,437.7793
250.67351,439.00104
244.90103,440.6939
239.13922,442.85953
233.38826,444.4997
227.14833,446.1159
221.41959,447.70972
