step,action
0,2
1,4
2,4
3,2
4,2
5,4
6,4
7,4
8,2
9,0
10,4
11,1
12,4
13,1
14,1
15,3
16,0
17,4
18,2
19,4
20,2
21,2
22,1
23,4
24,4
25,2
26,1
27,1
28,3
29,0
30,0
31,3
32,1
33,1
34,0
35,1
36,3
37,4
38,3
39,2
40,4
41,0
42,0
43,2
44,0
45,2
46,1
47,1
48,0
49,3
50,1
51,2
52,0
53,1
54,2
55,2
56,2
57,1
58,2
59,0
60,2
61,0
62,2
63,2
64,2
65,1
66,2
67,2
68,4
