step,action
0,4
1,0
2,4
3,0
4,0
5,4
6,0
7,4
8,2
9,2
10,1
11,1
12,0
13,1
14,1
15,3
16,2
17,4
18,0
19,4
20,2
21,0
22,0
23,0
24,4
25,0
26,0
27,0
28,2
29,1
30,0
31,0
32,0
33,0
34,0
35,0
36,3
37,0
38,0
39,0
40,0
41,0
42,4
43,0
44,0
45,0
46,0
