step,x,y,x_velocity,y_velocity,target_distance,action,reward,cumulative_reward
0,101.28537,185.23488,0.68630284,-1.1792045,0.0,0,-0.2,-0.2
1,101.98264,184.06201,1.1972785,-1.1728656,0.0,0,-0.2,-0.4
2,103.190865,182.89555,1.7082175,-1.1664609,0.0,0,-0.2,-0.6000000000000001
3,104.91002,181.7356,2.2191536,-1.1599537,0.0,2,-0.2,-0.8
4,107.14014,180.58229,2.2301197,-0.653306,0.0,4,0,-0.8
5,109.38129,179.9358,2.2411478,-0.6464775,0.0,4,0,-0.8
6,111.63356,179.29634,2.2522755,-0.63946855,0.0,0,-0.2,-1.0
7,113.897064,178.66406,2.763503,-0.63227403,0.0,0,-0.2,-1.2
8,116.6719,178.03918,3.2748306,-0.62488866,0.0,3,-0.2,-1.4
9,119.95818,177.42192,3.286292,-1.1172638,0.0,1,-0.2,-1.5999999999999999
10,123.25611,176.31258,2.7979214,-1.1093462,0.0,2,-0.2,-1.7999999999999998
11,126.06578,175.21144,2.8096719,-0.60112315,0.0,0,-0.2,-1.9999999999999998
12,128.88728,174.61882,3.3215058,-0.5926329,0.0,0,-0.2,-2.1999999999999997
13,132.22075,174.03494,3.8334696,-0.58386654,0.0,1,-0.2,-2.4
14,136.06635,173.46019,3.3455954,-0.5747627,0.0,0,-0.2,-2.6
15,139.42427,172.89493,3.857915,-0.5652534,0.0,0,-0.2,-2.8000000000000003
16,143.29466,172.33955,4.370393,-0.5553765,0.0,1,-0.2,-3.0000000000000004
17,147.67772,171.7945,3.8830585,-0.5450581,0.0,1,-0.2,-3.2000000000000006
18,151.57365,171.26028,3.3959408,-0.53421557,0.0,0,-0.2,-3.400000000000001
19,154.98267,170.7374,3.9090014,-0.5228873,0.0,4,0,-3.400000000000001
20,158.90486,170.22627,3.9222033,-0.5111195,0.0,4,0,-3.400000000000001
21,162.84044,169.72745,3.9355707,-0.4988247,0.0,0,-0.2,-3.600000000000001
22,166.78954,169.24147,4.449095,-0.48597983,0.0,1,-0.2,-3.800000000000001
23,171.25229,168.7689,3.962765,-0.4725613,0.0,1,-0.2,-4.000000000000001
24,175.22888,168.31044,3.4765947,-0.45846474,0.0,2,-0.2,-4.200000000000001
25,178.71944,167.8667,3.4905431,0.056257173,0.0,4,0,-4.200000000000001
26,182.224,167.93825,3.504573,0.071542576,0.0,0,-0.2,-4.400000000000001
27,185.74277,168.0257,4.0187607,0.08745095,0.0,2,-0.2,-4.600000000000001
28,189.77586,168.1297,4.033097,0.60401034,0.0,1,-0.2,-4.800000000000002
29,193.82346,168.75105,3.5475874,0.62134653,0.0,0,-0.2,-5.000000000000002
30,197.38577,169.39061,4.0623164,0.63955355,0.0,2,-0.2,-5.200000000000002
31,201.46303,170.04918,4.0772624,1.158577,0.0,0,-0.2,-5.400000000000002
32,205.55545,171.22775,4.5924244,1.1785728,0.0,0,-0.2,-5.600000000000002
33,210.16336,172.42743,5.1079025,1.1996768,0.0,0,-0.2,-5.8000000000000025
34,215.28705,173.64952,5.6236873,1.2220917,0.0,2,-0.2,-6.000000000000003
35,220.92679,174.89557,5.6397486,1.7460477,0.0,1,-0.2,-6.200000000000003
36,226.58282,176.66737,5.1560287,1.771805,0.0,1,-0.2,-6.400000000000003
37,231.75542,178.46703,4.6726007,1.7996438,0.0,2,-0.2,-6.600000000000003
38,236.44484,180.29662,4.689421,2.329599,0.0,0,-0.2,-6.800000000000003
39,241.1513,182.65831,5.206461,2.361692,0.0,2,-0.2,-7.0000000000000036
40,246.37512,185.05463,5.223824,2.8963134,0.0,1,-0.2,-7.200000000000004
41,251.61649,187.98853,4.7413635,2.9339092,0.0,3,-0.2,-7.400000000000004
42,256.37564,190.9636,4.759141,2.4750652,0.0,2,-0.2,-7.600000000000004
43,261.15274,193.4836,4.777117,3.019995,0.0,0,-0.2,-7.800000000000004
44,265.94766,196.55237,5.294906,3.0687726,0.0,1,-0.2,-8.000000000000004
45,271.26016,199.67459,4.8125005,3.1222222,0.0,0,-0.2,-8.200000000000003
46,276.08954,202.85573,5.3293767,3.1811342,0.0,0,-0.2,-8.400000000000002
47,281.43484,206.10161,5.8453145,3.245886,0.0,0,-0.2,-8.600000000000001
48,287.29428,209.41896,6.3594446,3.3173535,0.0,1,-0.2,-8.8
49,293.66483,212.81532,5.8705263,3.3963554,0.0,0,-0.2,-9.0
50,299.54166,216.29878,6.3768563,3.4834704,0.0,0,-0.2,-9.2
51,305.91904,219.87752,6.877378,3.5787327,0.0,0,-0.2,-9.399999999999999
52,312.78882,223.55937,7.3697596,3.6818545,0.0,0,-0.2,-9.599999999999998
53,320.14023,227.35081,7.8514247,3.7914448,0.0,0,-0.2,-9.799999999999997
54,327.9603,231.25543,8.320053,3.9046087,0.0,4,0,-9.799999999999997
55,336.23468,235.2723,8.274396,4.0168624,0.0,0,-0.2,-9.999999999999996
56,344.44983,239.39499,8.715148,4.1226997,0.0,0,-0.1540561072319469,-10.154056107231943
57,353.0951,243.61296,9.145269,4.2179756,0.045943893,4,0.11266382672765585,-10.041392280504287
58,362.1641,247.91194,9.068994,4.29898,0.11266383,0,-0.020980398557424784,-10.062372679061712
59,371.1553,252.2761,9.491218,4.3641505,0.1790196,0,0.048101462632844816,-10.014271216428867
60,380.571,256.6909,9.915707,4.4147954,0.24810146,0,0.11991687587416616,-9.8943543405547
61,390.41647,261.14346,10.345448,4.4525614,0.31991687,0,0.19449045261900938,-9.699863887935692
62,400.6986,265.62323,10.782133,4.479771,0.39449045,1,0.27185643062690706,-9.428007457308786
63,411.42496,270.12204,10.226344,4.4988165,0.47185645,4,0.5457066250180604,-8.882300832290724
64,421.60284,274.63385,10.177904,4.5118055,0.5457066,4,0.6191587436057915,-8.263142088684933
65,431.7384,279.15448,10.135562,4.5206375,0.61915874,0,0.4921254925443676,-7.771016596140566
66,441.8369,283.681,10.598505,4.5265017,0.6921255,0,0.5676422115136721,-7.203374384626894
67,452.4029,288.21124,11.065977,4.530244,0.7676422,1,0.6451966512069327,-6.558177733419962
68,463.4404,292.74368,10.5374975,4.532447,0.84519666,0,10,3.441822266580038
