step,action
0,0
1,0
2,4
3,0
4,0
5,0
6,4
7,2
8,2
9,0
10,0
11,4
12,0
13,2
14,2
15,4
16,0
17,2
18,4
19,4
20,0
21,4
22,3
23,2
24,0
25,1
26,0
27,0
28,1
29,3
30,4
31,2
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,2
42,4
43,0
44,1
45,1
