episode,reward,epsilon,steps,success
1,-27.39999999999997,0.8,107,0
2,-19.860952210939196,0.7994455999999934,188,0
3,-8.567931647816238,0.7991914999999904,77,0
4,-37.79999999999993,0.7986469999999839,165,0
5,-25.199999999999978,0.7983532999999804,89,0
6,16.36941672480373,0.7981750999999783,54,1
7,-21.99999999999999,0.7979407999999755,71,0
8,-23.599999999999984,0.7976734999999723,81,0
9,-28.599999999999966,0.797313799999968,109,0
10,-22.822700343360708,0.7970068999999643,93,0
11,-28.199999999999967,0.7966603999999602,105,0
12,-16.3606455432777,0.7964623999999578,60,0
13,-27.4078414032193,0.7960663999999531,120,0
14,-21.199999999999992,0.7958386999999504,69,0
15,-26.95207336672102,0.795475699999946,110,0
16,-24.55120777325645,0.7951060999999416,112,0
17,-22.849886619120923,0.7947067999999369,121,0
18,-22.399999999999988,0.794469199999934,72,0
19,-26.799999999999972,0.79413259999993,102,0
20,-25.799999999999976,0.793799299999926,101,0
21,-32.99999999999995,0.7933108999999202,148,0
22,-15.981429075525238,0.7928917999999152,127,0
23,-17.88321944751086,0.7925551999999112,102,0
24,-38.19999999999993,0.7919842999999044,173,0
25,-28.839292433806516,0.7915948999998997,118,0
26,-30.799999999999958,0.7911823999998948,125,0
27,-17.800720187908926,0.790525699999887,199,0
28,-1.2061867296900424,0.7900900999998818,132,0
29,-56.67857838077245,0.7891627999998707,281,0
30,-23.799999999999983,0.7888888999998674,83,0
31,-42.799999999999926,0.7882288999998596,200,0
32,-18.230244828699437,0.7875721999998517,199,0
33,-21.199999999999992,0.7873543999998491,66,0
34,-29.599999999999962,0.7869517999998443,122,0
35,-32.799999999999955,0.7865161999998391,132,0
36,7.101650962982939,0.7862785999998363,72,1
37,-39.19999999999993,0.7857043999998294,174,0
38,-17.661236362385523,0.785413999999826,88,0
39,-24.79999999999998,0.7851169999998224,90,0
40,-16.59589779811068,0.7848892999998197,69,0
41,-28.399999999999967,0.7845460999998156,104,0
42,-25.999999999999975,0.7842358999998119,94,0
43,-25.799999999999976,0.7839256999998082,94,0
44,-19.799999999999997,0.7837111999998057,65,0
45,-28.999999999999964,0.7833118999998009,121,0
46,-37.19999999999993,0.7827970999997947,156,0
47,-36.399999999999935,0.7822591999997883,163,0
48,-0.3740276509997891,0.7819027999997841,108,1
49,-28.999999999999964,0.7815232999997795,115,0
50,-28.92339878767477,0.7809226999997724,182,0
51,-19.001460642917692,0.7806487999997691,83,0
52,-7.60807061948631,0.7803715999997658,84,0
53,-25.999999999999975,0.780054799999762,96,0
54,-27.999999999999968,0.7797049999997578,106,0
55,15.803748867740833,0.7795993999997566,32,1
56,-1.7398915323230018,0.7792792999997528,97,0
57,-31.999999999999954,0.7788040999997471,144,0
58,-35.59999999999994,0.7782166999997401,178,0
59,-20.999999999999993,0.7779691999997371,75,0
60,-25.799999999999976,0.7775533999997322,126,0
61,-25.799999999999976,0.7772266999997283,99,0
62,-4.053195635311803,0.7768174999997234,124,0
63,-30.39999999999996,0.7762267999997163,179,0
64,-30.437708535973407,0.7756756999997098,167,0
65,-28.477047813206603,0.775108099999703,172,0
66,-26.599999999999973,0.7747813999996991,99,0
67,-22.399999999999988,0.7744744999996954,93,0
68,16.911439273963282,0.7737154999996864,230,0
69,-30.19999999999996,0.7732831999996812,131,0
70,-19.752050178715468,0.772930099999677,107,0
71,40.01192176485651,0.7727023999996743,69,1
72,-35.71373133225063,0.7720786999996668,189,0
73,-14.778751370429013,0.7714912999996598,178,1
74,-24.59999999999998,0.7711876999996562,92,0
75,16.50745494005505,0.7707091999996505,145,0
76,-28.028774318739003,0.7702834999996454,129,0
77,-23.298809700468944,0.7700161999996422,81,0
78,-28.199999999999967,0.7696795999996382,102,0
79,-12.53858195048475,0.7694452999996354,71,0
80,-23.999999999999982,0.7691878999996323,78,0
81,-25.799999999999976,0.7688743999996286,95,0
