episode,reward,epsilon,steps,success
80,-22.799999999999986,0.6454080999993485,97,0
81,-23.599999999999984,0.645120999999345,87,0
82,-26.99999999999997,0.6447216999993403,121,0
83,-16.117795066862648,0.6443124999993354,124,0
84,-16.200000000000003,0.6441276999993332,56,0
85,-26.99999999999997,0.6436656999993277,140,0
86,-31.599999999999955,0.6430353999993201,191,0
87,-24.9239473154431,0.6426624999993157,113,0
88,-3.160715723517754,0.6420123999993079,197,0
89,-23.199999999999985,0.6417120999993043,91,0
90,-22.399999999999988,0.6413754999993003,102,0
91,-37.99999999999993,0.6404910999992898,268,0
92,-26.704636900677944,0.6398772999992824,186,0
93,-23.199999999999985,0.6393789999992765,151,0
94,-14.02061203218017,0.6384615999992655,278,0
95,-19.599999999999998,0.6381051999992613,108,0
96,-30.349981239954058,0.6373428999992522,231,0
97,-41.34080472288271,0.6365607999992429,237,0
98,3.1517795639350865,0.6358017999992338,230,0
99,-30.19999999999996,0.6351615999992262,194,0
100,-18.52350353673895,0.6349140999992232,75,0
101,-22.999999999999986,0.6345345999992187,115,0
102,41.63240061503686,0.633970299999212,171,0
103,-9.18176308747784,0.6335808999992073,118,0
104,-36.399999999999935,0.6327030999991968,266,0
105,-26.799999999999972,0.6322245999991911,145,0
106,-26.399999999999974,0.6316701999991845,168,0
107,-48.2,0.6304722999991702,363,0
108,-9.874100047301742,0.6301422999991663,100,0
109,-33.39999999999995,0.629445999999158,211,0
110,-4.536676358607868,0.6288486999991508,181,0
111,-24.19999999999998,0.6283536999991449,150,0
112,-37.59999999999994,0.6274659999991343,269,0
113,5.987226760798083,0.6269478999991281,157,1
114,-23.199999999999985,0.6264726999991225,144,0
115,14.786097719232494,0.6253044999991085,354,0
116,-39.99749426279362,0.624420099999098,268,0
117,-29.199999999999964,0.6239547999990924,141,0
118,-25.18504664315875,0.6234234999990861,161,0
119,-24.893572256267994,0.6230208999990813,122,0
120,-9.92923418505708,0.6225951999990762,129,0
121,-35.79999999999994,0.6218130999990669,237,0
122,-19.06530577150118,0.6210309999990575,237,0
123,-30.999999999999957,0.6205161999990514,156,0
124,-29.873698628583206,0.6197934999990428,219,0
125,-22.02616454383699,0.619476699999039,96,0
126,-16.41965224902544,0.6192489999990363,69,0
127,23.912879348589012,0.6189651999990329,86,1
128,-27.59999999999997,0.6183711999990258,180,0
129,-19.999999999999996,0.618051099999022,97,0
130,-20.52771916097669,0.617638599999017,125,0
131,-22.599999999999987,0.617384499999014,77,0
132,-33.99999999999994,0.616625499999005,230,0
133,-25.199999999999978,0.6161370999989991,148,0
134,-60.64857672148005,0.6140712999989745,626,0
135,-12.244687850342487,0.6129657999989613,335,0
136,31.334939908972274,0.6122397999989526,220,0
137,-34.11367918282352,0.6112365999989406,304,0
138,-23.999999999999982,0.6108999999989366,102,0
139,-11.546399030534205,0.6105039999989319,120,0
140,-67.80000000000028,0.6087615999989111,528,0
141,-46.999999999999986,0.6074481999988954,398,0
142,-48.0,0.6061743999988802,386,0
143,-20.199999999999996,0.6059730999988778,61,0
144,-21.199999999999992,0.605735499998875,72,0
145,22.578303010707693,0.6049368999988655,242,0
146,-2.9078461031582536,0.6047520999988633,56,0
147,-15.83795434831601,0.6045771999988612,53,0
148,-19.799999999999997,0.6043494999988585,69,0
149,-27.79999999999997,0.6039039999988531,135,0
150,-11.645395694170022,0.6031911999988446,216,0
151,-17.205487229239235,0.6030195999988426,52,0
152,-28.592699372632072,0.6021549999988323,262,0
153,-25.999999999999975,0.6017292999988272,129,0
154,-20.799999999999994,0.6015147999988246,65,0
155,-34.39999999999995,0.6007227999988152,240,0
156,-21.39999999999999,0.6005148999988127,63,0
157,-20.999999999999993,0.6003102999988102,62,0
158,-25.799999999999976,0.5999868999988064,98,0
159,-30.95691393574208,0.5983236999987865,504,0
160,-5.572415178670042,0.5981289999987842,59,0
161,-14.608047601739676,0.5979507999987821,54,0
162,-24.39999999999998,0.5975910999987778,109,0
163,-27.302856499535128,0.5968617999987691,221,0
164,-14.073416220951248,0.5963337999987628,160,0
165,-18.948639792582973,0.596016999998759,96,0
166,-19.599999999999998,0.5957562999987559,79,0
167,-22.399999999999988,0.5954625999987524,89,0
168,-21.59999999999999,0.5952348999987497,69,0
169,-20.599999999999994,0.5949444999987462,88,0
170,-17.326626839274347,0.5946078999987422,102,0
171,36.35845664406583,0.5941458999987367,140,0
172,-18.917820840887348,0.5936640999987309,146,0
173,-30.59999999999996,0.5930337999987234,191,0
174,-19.999999999999996,0.5927829999987204,76,0
175,-19.94360343130772,0.5923638999987154,127,0
176,-10.927052959153393,0.5920206999987113,104,0
177,-21.14807221607898,0.5916873999987073,101,0
178,-22.999999999999986,0.5914266999987042,79,0
179,-12.261243979546531,0.5908986999986979,160,0
180,-21.96636245796978,0.5905455999986937,107,0
181,-26.599999999999973,0.5901627999986891,116,0
182,-31.999999999999954,0.5894928999986812,203,0
183,-8.330866520803283,0.5890902999986763,122,0
184,-18.908497354274047,0.5887404999986722,106,0
185,-18.8,0.5885853999986703,47,0
186,-14.803019056803345,0.5881728999986654,125,0
187,-30.799999999999958,0.5875887999986584,177,0
188,-23.599999999999984,0.5873478999986556,73,0
189,-24.39999999999998,0.5868957999986502,137,0
190,-13.600000000000001,0.5867505999986484,44,0
191,-22.791561597403934,0.5863875999986441,110,0
192,45.91660637477606,0.585460299998633,281,0
193,-22.399999999999988,0.585126999998629,101,0
194,-23.399999999999984,0.584869599998626,78,0
195,-19.799999999999997,0.5846748999986237,59,0
196,14.13851659716715,0.5842557999986187,127,0
197,32.06402559810245,0.5836782999986118,175,0
198,-18.49604323138664,0.5833779999986082,91,0
199,-25.090135521957848,0.5823318999985957,317,0
200,-2.003898909556022,0.5817444999985887,178,0
201,-16.00007055124946,0.5813220999985836,128,0
202,-32.19999999999995,0.5803650999985722,290,0
203,-16.863621520811254,0.5796027999985631,231,0
204,-51.65411988758735,0.5780088999985441,483,0
205,-34.39999999999995,0.5772366999985349,234,0
206,-43.19999999999993,0.5761014999985213,344,0
207,3.4185625277835783,0.5753622999985125,224,0
208,-18.69211599889165,0.5749200999985072,134,0
209,18.932357744802196,0.5742006999984987,218,0
210,-15.472549397642247,0.5737584999984934,134,0
211,-21.79999999999999,0.5734449999984896,95,0
212,0.059975759677028506,0.5731116999984857,101,0
213,-23.66647919586226,0.5726166999984798,150,0
214,-5.908560167006279,0.5712009999984629,429,0
215,-3.906047937362265,0.5703858999984531,247,0
216,-5.813932813001468,0.5696829999984447,213,0
217,-26.199999999999974,0.5690889999984377,180,0
218,-18.84634303807212,0.5688348999984346,77,0
219,-22.999999999999986,0.5685510999984312,86,0
220,-27.79999999999997,0.567940599998424,185,0
221,-21.39999999999999,0.5676666999984207,83,0
222,-22.189932832299466,0.5674323999984179,71,0
223,-26.599999999999973,0.5671254999984142,93,0
224,-19.2,0.566943999998412,55,0
225,-60.308520486895866,0.5652741999983921,506,0
226,-19.4,0.56509599999839,54,0
227,-19.2,0.564930999998388,50,0
228,-19.400069869372775,0.5647263999983856,62,0
229,-29.79999999999996,0.5640498999983775,205,0
230,-21.99999999999999,0.5638188999983748,70,0
231,-20.199999999999996,0.5636373999983726,55,0
232,16.250949602544914,0.5633271999983689,94,0
233,-22.399999999999988,0.5630301999983653,90,0
234,-17.307457646403428,0.5628585999983633,52,0
235,-19.4,0.5626803999983612,54,0
236,-23.399999999999984,0.5624328999983582,75,0
237,-28.39402234739995,0.5613537999983453,327,0
238,-25.999999999999975,0.5607927999983386,170,0
239,-44.39999999999995,0.559479399998323,398,0
240,-3.880547237697318,0.5591691999983193,94,0
241,-29.599999999999962,0.5584101999983102,230,0
242,-24.173621914228924,0.5577270999983021,207,0
243,-21.164046036142537,0.5572056999982958,158,0
244,-25.199999999999978,0.5567106999982899,150,0
245,-17.163833091641756,0.5564433999982867,81,0
246,-22.737398283636384,0.5553279999982734,338,0
247,-33.59999999999995,0.5545920999982646,223,0
248,-58.81006797565949,0.5523678999982381,674,0
249,61.01904187214603,0.5513811999982263,299,0
250,-16.141131956445278,0.5504439999982151,284,0
251,3.76563135368799,0.5492163999982005,372,0
252,16.449940332684797,0.548922699998197,89,1
253,-26.399999999999974,0.5482329999981888,209,0
254,1.3727877218991509,0.5475597999981807,204,0
255,-0.3297938521632666,0.5469492999981734,185,0
256,-23.199999999999985,0.5464773999981678,143,0
257,-19.788064284914356,0.5458503999981603,190,0
258,-22.19999999999999,0.545404899998155,135,0
259,-25.25513438250843,0.5443752999981427,312,0
260,-23.599999999999984,0.5437944999981358,176,0
261,-44.673164256554045,0.541966299998114,554,0
262,-40.39999999999992,0.5408376999981005,342,0
263,-24.59999999999998,0.540378999998095,139,0
264,-24.30593008806792,0.5394813999980843,272,0
265,2.6950803395464114,0.5388774999980771,183,0
266,-30.799999999999958,0.5380029999980667,265,0
267,-23.530549345008914,0.5369271999980538,326,0
268,-8.372817907516573,0.5359437999980421,298,0
269,-38.83957220116208,0.5347293999980276,368,0
270,-37.59999999999994,0.5337426999980158,299,0
271,-10.128426972873651,0.5331981999980093,165,0
272,-22.57074783994268,0.5327229999980037,144,0
273,-20.399999999999995,0.5323401999979991,116,0
274,-18.761508821407315,0.5302677999979744,628,0
275,-33.11998616667907,0.5294559999979647,246,0
276,-24.59999999999998,0.5288421999979573,186,0
277,-39.380038956809415,0.5273835999979399,442,0
278,-9.430035558109298,0.5271327999979369,76,0
279,8.964615384063993,0.526631199997931,152,1
280,-9.58175757342464,0.5259876999979233,195,0
281,-27.42373355130072,0.524628099997907,412,0
282,-18.73582246598066,0.5241000999979007,160,0
283,16.19277115685402,0.5233905999978923,215,0
284,-1.6191607710964924,0.5231034999978889,87,0
285,-21.99999999999999,0.5228790999978862,68,0
286,-22.799999999999986,0.5226579999978835,67,0
287,-17.200000000000003,0.5225193999978819,42,0
288,-23.399999999999984,0.5222685999978789,76,0
289,-13.209285592961255,0.522113499997877,47,0
290,-20.999999999999993,0.5218956999978744,66,0
291,-4.87913786385693,0.521691099997872,62,0
292,-20.599999999999994,0.5214963999978697,59,0
293,-19.101060461072734,0.5212389999978666,78,0
294,-20.999999999999993,0.5210310999978641,63,0
295,11.531336674396538,0.5208693999978622,49,1
296,-31.999999999999954,0.5204634999978573,123,0
297,-17.600000000000005,0.5203116999978555,46,0
298,-17.723884554250194,0.5200245999978521,87,0
299,-23.799999999999983,0.519767199997849,78,0
300,-20.999999999999993,0.5195625999978466,62,0
301,-14.42227005249778,0.5193909999978445,52,0
302,14.315555823429621,0.5192820999978432,33,1
303,17.3995986544893,0.5191830999978421,30,1
304,-18.196184383347425,0.518922399997839,79,0
305,-21.07551434319763,0.518674899997836,75,0
306,-23.05633362815844,0.5183910999978326,86,0
307,-24.19999999999998,0.5181303999978295,79,0
308,-24.99999999999998,0.5178498999978262,85,0
309,-8.764081043027655,0.5176848999978242,50,0
310,-24.59999999999998,0.5174307999978212,77,0
311,-22.599999999999987,0.5171997999978184,70,0
312,-19.4,0.5170248999978163,53,0
313,-19.599999999999998,0.5168466999978142,54,0
314,-22.399999999999988,0.5166123999978114,71,0
315,-15.588191811603194,0.5164275999978092,56,0
316,-13.553919796836972,0.5161470999978058,85,0
317,-20.999999999999993,0.5159457999978034,61,0
318,-6.850648955086732,0.515744499997801,61,0
319,-19.2,0.515576199997799,51,0
320,-14.185424565530585,0.5153418999977962,71,0
321,-22.634389265650498,0.5151009999977934,73,0
322,-20.999999999999993,0.5148963999977909,62,0
323,-23.999999999999982,0.5146389999977878,78,0
324,-28.042796915204956,0.5142924999977837,105,0
325,-21.199999999999992,0.5140911999977813,61,0
326,-14.411017705562042,0.5138634999977786,69,0
327,-20.599999999999994,0.5136588999977761,62,0
328,-19.4,0.5134938999977742,50,0
329,-23.599999999999984,0.5132397999977711,77,0
330,-19.4,0.5130681999977691,52,0
331,1.3576029748700922,0.5128866999977669,55,0
332,-25.199999999999978,0.5126061999977636,85,0
333,-10.228474437897475,0.5123652999977607,73,0
334,-20.999999999999993,0.5121540999977582,64,0
335,-20.999999999999993,0.5119560999977558,60,0
336,-21.39999999999999,0.5117415999977533,65,0
337,-19.999999999999996,0.5115600999977511,55,0
338,-19.0,0.5113983999977492,49,0
339,-22.399999999999988,0.5111574999977463,73,0
340,-12.164918271603755,0.5109330999977436,68,0
341,-9.67315238080351,0.5107251999977411,63,0
342,-12.885013814459649,0.5104776999977382,75,0
343,-15.355479546699739,0.510213699997735,80,0
344,-18.341578039065283,0.509956299997732,78,0
345,-21.39999999999999,0.5097450999977294,64,0
346,-21.50426442383503,0.5095338999977269,64,0
347,-18.904014291591388,0.5093061999977242,69,0
348,-4.834506785470336,0.5090553999977212,76,0
349,-12.567307286354803,0.5088078999977182,75,0
350,-23.999999999999982,0.5085603999977153,75,0
351,-19.599999999999998,0.508365699997713,59,0
352,-20.799999999999994,0.5081676999977106,60,0
353,-3.443968998398523,0.507867399997707,91,0
354,-18.3716330567527,0.507616599997704,76,0
355,-19.2,0.507448299997702,51,0
356,-19.599999999999998,0.5072667999976999,55,0
357,0.6538151337025866,0.5070159999976969,76,0
358,-24.79999999999998,0.5067420999976936,83,0
359,-22.399999999999988,0.5065143999976909,69,0
360,23.239895363739787,0.5064120999976897,31,1
361,10.173371836851015,0.5062965999976883,35,1
362,17.75262494327332,0.5062371999976876,18,1
363,-23.999999999999982,0.5059830999976845,77,0
364,-11.328439338741003,0.5057289999976815,77,0
365,-4.564662137704171,0.505431999997678,90,0
366,3.3556967165370892,0.5051712999976748,79,0
367,-22.999999999999986,0.504936999997672,71,0
368,-22.399999999999988,0.5047026999976693,71,0
369,8.733794252629828,0.5044089999976658,89,0
370,0.871086605004189,0.5041911999976632,66,0
371,-20.399999999999995,0.5039964999976608,59,0
372,-13.113649425630754,0.5037852999976583,64,0
373,-19.154699104868403,0.5035311999976553,77,0
374,-22.430753086717708,0.5032803999976523,76,0
375,-22.799999999999986,0.5030394999976494,73,0
376,-17.024322643777737,0.502838199997647,61,0
377,-22.799999999999986,0.5025939999976441,74,0
378,-24.19999999999998,0.502336599997641,78,0
379,-20.693618672470517,0.5020461999976376,88,0
380,-22.999999999999986,0.5018052999976347,73,0
381,-15.87723921566351,0.5015445999976316,79,0
382,-16.821867523615765,0.5012607999976282,86,0
383,-23.486247063584983,0.5010033999976251,78,0
384,-18.565757385744853,0.500739399997622,80,0
385,-6.791434204868995,0.5004720999976188,81,0
386,-21.956326278280596,0.5002344999976159,72,0
387,-15.636162934731438,0.5000331999976135,61,0
388,-20.199999999999996,0.49983519999761394,60,0
389,-20.999999999999993,0.499623999997615,64,0
390,-22.399999999999988,0.499409499997616,65,0
391,-22.19999999999999,0.49920159999761704,63,0
392,-9.753724017271745,0.499010199997618,58,0
393,-23.399999999999984,0.4987428999976193,81,0
394,-20.909520270149997,0.4984920999976205,76,0
395,-24.99999999999998,0.4982313999976218,79,0
396,-24.19999999999998,0.49797069999762306,79,0
397,7.6197514310892265,0.4978353999976237,41,1
398,-22.399999999999988,0.4976109999976248,68,0
399,-22.19999999999999,0.49737999999762594,70,0
400,-25.399999999999977,0.4971027999976273,84,0
401,-16.282872337737235,0.4968750999976284,69,0
402,-19.0,0.4967133999976292,49,0
403,-21.99999999999999,0.4964889999976303,68,0
404,3.2912275003408373,0.4962645999976314,68,1
405,-22.399999999999988,0.49603029999763254,71,0
406,-4.47844442992992,0.49574319999763394,87,0
407,-21.59999999999999,0.495528699997635,65,0
408,-20.399999999999995,0.49533399999763594,59,0
409,-21.59999999999999,0.49510629999763706,69,0
410,-18.606530198782313,0.4948950999976381,64,0
411,-20.462373511809652,0.49465419999763927,73,0
412,-20.599999999999994,0.4944594999976402,59,0
413,-6.490224891255513,0.49422519999764136,71,0
414,-22.394487366152827,0.49396449999764264,79,0
415,-24.484882324868316,0.493680699997644,86,0
416,-17.484191637130408,0.4934562999976451,68,0
417,-19.2,0.493281399997646,53,0
418,-22.19999999999999,0.4930536999976471,69,0
419,-23.199999999999985,0.49281279999764827,73,0
420,-20.799999999999994,0.49261479999764923,60,0
421,-21.199999999999992,0.49241019999765023,62,0
422,-21.39999999999999,0.4922088999976512,61,0
423,-22.987886580313184,0.49195809999765244,76,0
424,-23.3277126280745,0.4916973999976537,79,0
425,-19.599999999999998,0.49152909999765454,51,0
426,-10.195115602273278,0.4912881999976557,73,0
427,-17.800000000000004,0.4911429999976564,44,0
428,-18.200000000000003,0.49097799999765723,50,0
429,-21.99999999999999,0.49075359999765833,68,0
430,-21.3214424914339,0.49052259999765946,70,0
431,-17.356403452760716,0.4903113999976605,64,0
432,-20.799999999999994,0.4901034999976615,63,0
433,-22.19999999999999,0.4898790999976626,68,0
434,-12.218608106521202,0.4896579999976637,67,0
435,-20.599999999999994,0.48946329999766464,59,0
436,-31.199999999999957,0.4890771999976665,117,0
437,-3.5474569238483404,0.4888164999976678,79,0
438,-19.2,0.4886547999976686,49,0
439,-14.347012387835504,0.4884270999976697,69,0
440,-20.399999999999995,0.4882389999976706,57,0
441,-1.354309297197375,0.4880640999976715,53,0
442,-24.19999999999998,0.4877901999976728,83,0
443,-10.660727497752731,0.4876119999976737,54,0
444,16.46066206325576,0.487545999997674,20,1
445,-22.19999999999999,0.48731169999767515,71,0
446,-17.561896699843018,0.48704439999767646,81,0
447,-20.199999999999996,0.4868562999976774,57,0
448,-15.631070018748773,0.4866450999976784,64,0
449,-20.399999999999995,0.48645369999767935,58,0
450,-22.799999999999986,0.4861995999976806,77,0
451,-20.399999999999995,0.48602139999768146,54,0
452,-14.003101948936703,0.4858464999976823,53,0
453,-15.867893724333584,0.48557589999768364,82,0
454,-14.328479917695216,0.48532509999768486,76,0
455,-9.674674296288492,0.4851171999976859,63,0
456,-19.999999999999996,0.48491919999768685,60,0
457,0.25345247924775904,0.4847277999976878,58,0
458,-24.59999999999998,0.48444399999768917,86,0
459,-11.511376662025613,0.4842492999976901,59,0
460,-22.399999999999988,0.48402159999769123,69,0
461,-14.539674371834835,0.4837872999976924,71,0
462,-17.559275210030812,0.4835727999976934,65,0
463,-10.314596389693,0.48334509999769454,69,0
464,-16.97854892282041,0.4831701999976954,53,0
465,-18.462678358270114,0.48289299999769675,84,0
466,-16.818336030961625,0.48267189999769783,67,0
467,-23.399999999999984,0.4824144999976991,78,0
468,-24.39999999999998,0.4821438999977004,82,0
469,-20.599999999999994,0.4819458999977014,60,0
470,-19.2,0.48178419999770217,49,0
471,-22.399999999999988,0.48156639999770323,66,0
472,-20.399999999999995,0.48137829999770415,57,0
473,-19.4,0.481206699997705,52,0
474,-18.400000000000002,0.48104829999770576,48,0
475,-21.79999999999999,0.48082389999770686,68,0
476,-11.901138747164973,0.48055659999770817,81,0
477,-19.999999999999996,0.4803618999977091,59,0
478,-18.6,0.48019029999770996,52,0
479,-18.400000000000002,0.4800384999977107,46,0
480,-11.072350614635893,0.4798107999977118,69,0
481,-19.999999999999996,0.4796061999977128,62,0
482,-18.200000000000003,0.4794642999977135,43,0
483,-22.19999999999999,0.4792431999977146,67,0
484,-3.1652521164311835,0.47902869999771563,65,0
485,-19.599999999999998,0.4788570999977165,52,0
486,-5.253389616621962,0.47865579999771746,61,0
487,-19.799999999999997,0.47847759999771833,54,0
488,-23.199999999999985,0.4782366999977195,73,0
489,-17.354203201529984,0.4779693999977208,81,0
490,-13.37602291143487,0.4777416999977219,69,0
491,-17.400000000000006,0.4775997999977226,43,0
492,-22.999999999999986,0.47735229999772383,75,0
493,-20.702701911160567,0.47712129999772496,70,0
494,18.646659440792554,0.47706519999772523,17,1
495,-21.59999999999999,0.47686059999772623,62,0
496,-19.2,0.476698899997727,49,0
497,-20.218458295741232,0.4764777999977281,67,0
498,-20.999999999999993,0.4762566999977292,67,0
499,-14.29364735675191,0.4759926999977305,80,0
500,-9.340986486073563,0.4757979999977314,59,0
501,-21.39999999999999,0.4755933999977324,62,0
502,-21.59999999999999,0.4753920999977334,61,0
503,-0.46067173118571425,0.4752072999977343,56,0
504,-13.464633421397334,0.4749795999977354,69,0
505,-21.39999999999999,0.47476839999773646,64,0
506,-22.999999999999986,0.47452089999773767,75,0
507,-11.845433868673478,0.47426019999773894,79,0
508,-22.19999999999999,0.47403909999774,67,0
509,-8.249553100478854,0.4738212999977411,66,0
510,-24.99999999999998,0.4735473999977424,83,0
511,-18.200000000000003,0.47339889999774315,45,0
512,-18.6,0.4732503999977439,45,0
513,-7.811435949229234,0.4730556999977448,59,0
514,-10.141127224848807,0.47284449999774586,64,0
515,5.702895060677072,0.4726761999977467,51,1
516,-12.008790591796988,0.4724451999977478,70,0
517,3.037207444878078,0.4721778999977491,81,0
518,-22.599999999999987,0.4719600999977502,66,0
519,-22.999999999999986,0.47171919999775136,73,0
520,-20.524180485416622,0.4715211999977523,60,0
521,-15.581621114922301,0.4712868999977535,71,0
522,-23.399999999999984,0.4710525999977546,71,0
523,-18.8,0.4708941999977554,48,0
524,-20.799999999999994,0.47069619999775636,60,0
525,-23.399999999999984,0.4704651999977575,70,0
526,-17.51889388599646,0.4702407999977586,68,0
527,-20.599999999999994,0.47004279999775955,60,0
528,-20.599999999999994,0.46984149999776054,61,0
529,-17.913753465794983,0.4696797999977613,49,0
530,-1.367059446829094,0.4694784999977623,61,0
531,-10.511928158558394,0.4692540999977634,68,0
532,-20.399999999999995,0.4690659999977643,57,0
533,-21.99999999999999,0.4688481999977654,66,0
534,-19.0,0.46867659999776623,52,0
535,-17.187153017973692,0.4684158999977675,79,0
536,18.005056880822828,0.46834659999776784,21,1
537,-21.79999999999999,0.46814199999776884,62,0
538,-23.199999999999985,0.46790109999777,73,0
539,-20.43273661641816,0.467696499997771,62,0
540,-19.0,0.4675314999977718,50,0
541,-19.599999999999998,0.4673565999977727,53,0
542,-10.716389156508146,0.46714209999777373,65,0
543,-22.399999999999988,0.46691439999777484,69,0
544,-12.627780986402158,0.4667031999977759,64,0
545,-17.200000000000003,0.46656129999777657,43,0
546,-18.6,0.4663896999977774,52,0
547,-20.599999999999994,0.4661883999977784,61,0
548,-20.199999999999996,0.4659969999977793,58,0
549,-26.399999999999974,0.4656999999977808,90,0
550,-22.999999999999986,0.46546239999778194,72,0
551,-10.18849926083253,0.46525449999778296,63,0
552,-12.900402778545779,0.46511259999778365,43,0
553,-25.199999999999978,0.464832099997785,85,0
554,-19.0,0.4646736999977858,48,0
555,-19.599999999999998,0.4645086999977866,50,0
556,-23.307955630596933,0.4642677999977878,73,0
557,-8.8950177609583,0.4640433999977889,68,0
558,-20.399999999999995,0.46386849999778973,53,0
559,-20.999999999999993,0.46366059999779075,63,0
560,-20.799999999999994,0.46345929999779173,61,0
561,-18.400000000000002,0.4633008999977925,48,0
562,-23.599999999999984,0.4630302999977938,82,0
563,-18.66981817852405,0.46284549999779473,56,0
564,-20.967870164208794,0.4626441999977957,61,0
565,-21.199999999999992,0.4624395999977967,62,0
566,-22.399999999999988,0.46220859999779784,70,0
567,-19.599999999999998,0.46202709999779873,55,0
568,-18.8,0.4618653999977995,49,0
569,-19.999999999999996,0.46169379999780036,52,0
570,-23.199999999999985,0.4614561999978015,72,0
571,-6.457408011506376,0.4612317999978026,68,0
572,-19.799999999999997,0.4610535999978035,54,0
573,-17.02320236894717,0.4608489999978045,62,0
574,-23.799999999999983,0.46058829999780576,79,0
575,-17.74413709303966,0.4603506999978069,72,0
576,-6.011712512520353,0.4601097999978081,73,0
577,-5.482517086046606,0.45987879999780923,70,0
578,-6.097711861176983,0.4596840999978102,59,0
579,-22.399999999999988,0.4594332999978114,76,0
580,-12.719691739375072,0.4592055999978125,69,0
581,-19.0,0.4590438999978133,49,0
582,-19.805123407625096,0.4588590999978142,56,0
583,17.64281649559168,0.4587831999978146,23,1
584,-21.99999999999999,0.45856539999781565,66,0
585,20.268531652181718,0.45847959999781607,26,1
586,-9.599903471552766,0.45825519999781716,68,0
587,-13.526585304603046,0.45809019999781797,50,0
588,-18.8,0.45792849999781876,49,0
589,-21.199999999999992,0.45772389999781976,62,0
590,-21.99999999999999,0.4575093999978208,65,0
