episode,reward,epsilon,steps,success
1,-17.844764511272885,0.8995907999999951,187,0
2,-31.599999999999955,0.8991551999999899,132,0
3,-31.199999999999957,0.8987261999999848,130,0
4,8.248491191271171,0.8984951999999821,70,1
5,-31.999999999999954,0.8980628999999769,131,0
6,-28.599999999999966,0.8976668999999722,120,0
7,-31.599999999999955,0.8972246999999669,134,0
8,-42.19999999999992,0.8965679999999591,199,0
9,-29.469200680730175,0.8961026999999535,141,0
10,-21.211831019005672,0.8956043999999476,151,0
11,-26.399999999999974,0.8952281999999431,114,0
12,-25.999999999999975,0.8948915999999391,102,0
13,-25.7593340326368,0.8940797999999294,246,0
14,-48.16035972115102,0.8932877999999199,240,0
15,-23.999999999999982,0.8929676999999161,97,0
16,-21.39999999999999,0.8927366999999133,70,0
17,-29.328532080699752,0.8917565999999016,297,0
18,-19.107494358156153,0.8914001999998974,108,0
19,-25.999999999999975,0.8910371999998931,110,0
20,-21.094962999587818,0.8907929999998901,74,0
21,-24.19999999999998,0.8905124999998868,85,0
22,-50.60000000000004,0.8896709999998768,255,0
23,-9.782786782616745,0.8893013999998723,112,0
24,-33.39999999999995,0.888855899999867,135,0
25,-31.345449308561847,0.8881958999998592,200,0
26,-18.538046971221526,0.8880044999998569,58,0
27,-31.599999999999955,0.8875490999998514,138,0
28,21.072725495538577,0.8873312999998488,66,1
29,-17.348215511355146,0.8868791999998434,137,0
30,-21.596679293488666,0.8865590999998396,97,0
31,-15.271388371565672,0.8861531999998348,123,0
32,-33.99999999999994,0.8856548999998288,151,0
33,-17.757091606893546,0.8850344999998214,188,0
34,-35.79999999999994,0.884496599999815,163,0
35,-33.84453756202079,0.8836022999998043,271,0
36,-37.55471678695136,0.8830247999997974,175,0
37,-30.999999999999957,0.8826089999997925,126,0
38,-23.51889333314985,0.8822855999997886,98,0
39,-34.50639556797581,0.8817740999997825,155,0
40,9.755959044148899,0.8815496999997798,68,1
41,-32.144840065789836,0.880889699999772,200,0
42,16.624557466252394,0.8804837999997671,123,0
43,-24.99999999999998,0.880140599999763,104,0
44,-11.291899582175223,0.8796587999997573,146,0
45,-24.39999999999998,0.8793122999997531,105,0
46,15.233686865438237,0.8788766999997479,132,0
47,-26.399999999999974,0.878549999999744,99,0
48,-21.99999999999999,0.8783189999997413,70,0
49,-23.199999999999985,0.878041799999738,84,0
50,-38.975231718941025,0.8773553999997298,208,0
51,-34.39999999999995,0.8768537999997238,152,0
52,-49.40000000000002,0.8759792999997134,265,0
53,18.08661702954337,0.8755007999997076,145,0
54,-33.52666166256495,0.8746196999996971,267,0
55,-24.285205518082996,0.873850799999688,233,0
56,-55.2000000000001,0.8727287999996746,340,0
57,-38.79537285603064,0.8720654999996666,201,0
58,-10.01351414093378,0.8715770999996608,148,0
59,-30.39999999999996,0.8711084999996552,142,0
60,-24.19999999999998,0.8708312999996519,84,0
61,-26.12426678142378,0.8702900999996455,164,0
62,-29.56964893198692,0.8697851999996394,153,0
63,-26.611661494473427,0.8692340999996329,167,0
64,-2.25243312556681,0.868745699999627,148,0
65,-27.79999999999997,0.8683760999996226,112,0
66,-33.97594660103774,0.8676896999996144,208,0
67,-52.20000000000006,0.8667524999996032,284,0
68,-38.799999999999926,0.8660825999995952,203,0
69,25.33157288194613,0.8654093999995872,204,0
70,-27.77565824175684,0.8646107999995777,242,0
71,-24.59999999999998,0.864218099999573,119,0
72,-43.338149770553485,0.8630498999995591,354,0
73,-16.611236205633798,0.8621060999995478,286,0
74,-29.477777071102686,0.8616011999995418,153,0
75,-24.59999999999998,0.8612612999995377,103,0
76,-29.114837417676,0.8605187999995288,225,0
77,-36.79999999999994,0.859858799999521,200,0
78,-25.999999999999975,0.8594264999995158,131,0
79,-30.19999999999996,0.8589908999995106,132,0
80,-29.09232253214585,0.8584430999995041,166,0
81,-32.799999999999955,0.8579117999994977,161,0
82,-46.11314418522063,0.856845899999485,323,0
83,-24.39999999999998,0.8565026999994809,104,0
84,-27.79999999999997,0.8560967999994761,123,0
85,-14.734976380177926,0.855499499999469,181,0
86,-25.799999999999976,0.8551298999994645,112,0
87,-22.183128901293102,0.8537174999994477,428,0
88,-30.799999999999958,0.8532554999994422,140,0
89,-32.756695237134615,0.8527175999994357,163,0
90,-42.865233705587556,0.8517275999994239,300,0
91,-40.65458635269101,0.8510477999994158,206,0
92,-29.076259369721278,0.8502392999994062,245,0
93,-19.710844736837252,0.8495957999993985,195,0
94,-24.39999999999998,0.8492558999993944,103,0
95,-30.999999999999957,0.8488301999993894,129,0
96,-11.168378560161198,0.8483714999993839,139,0
97,-35.39999999999994,0.8477675999993767,183,0
98,-22.165926032948956,0.8467214999993642,317,0
99,-33.199999999999946,0.8462264999993583,150,0
100,-39.21559603701587,0.8450087999993438,369,0
101,-27.50495890678662,0.8444807999993375,160,0
102,-8.323742142678853,0.8440682999993325,125,0
103,-40.99999999999992,0.8433719999993242,211,0
104,-24.99999999999998,0.8429924999993197,115,0
105,-30.799999999999958,0.8425007999993138,149,0
106,-48.58823927291378,0.8414117999993008,330,0
107,-15.292115659181341,0.8410025999992959,124,0
108,-23.599999999999984,0.8406527999992918,106,0
109,-42.99999999999993,0.8398937999992827,230,0
110,-46.11046527821243,0.8391875999992743,214,0
111,-2.287756728329759,0.8387882999992695,121,0
112,20.85689285427413,0.8386661999992681,37,1
113,-56.02823516108131,0.8374946999992541,355,0
114,-28.199999999999967,0.8370557999992488,133,0
115,-20.20547619955171,0.8366201999992436,132,0
116,-25.199999999999978,0.8362901999992397,100,0
117,-30.39999999999996,0.8357621999992334,160,0
118,9.553600951134676,0.8354288999992294,101,1
119,2.105584193068978,0.8350361999992247,119,0
120,-28.199999999999967,0.8346467999992201,118,0
121,7.200107753224444,0.8342276999992151,127,0
122,-31.399999999999956,0.8337755999992097,137,0
123,-46.59999999999998,0.8329571999991999,248,0
124,-24.79999999999998,0.8326667999991965,88,0
125,-30.999999999999957,0.8322542999991915,125,0
126,-40.59999999999992,0.8316635999991845,179,0
127,-16.837169604656832,0.8311388999991782,159,0
128,-23.342635615112627,0.8305745999991715,171,0
129,-22.290981709687355,0.8300960999991658,145,0
130,-27.59999999999997,0.8297363999991615,109,0
131,-24.57008483071141,0.829445999999158,88,0
132,-22.399999999999988,0.8292149999991553,70,0
