
(390.1182679245468, 12.822159222673765)
(389.66035609272893, 13.364314343290582)
(389.20023522728656, 13.913531535676384)
(388.73790208067464, 14.46984404241216)
(388.27335332281046, 15.033285676764955)
(387.80658554035966, 15.603890833558607)
(387.83759523600577, 16.181694500348915)
(387.8663694150033, 16.766721504110684)
(387.89289487266666, 17.358997159685195)
(387.9171581901778, 17.95854727770827)
(387.9391457302778, 18.565398172762713)
(387.9588436328389, 19.179576671762042)
(387.9762378103129, 19.80111012257262)
(387.99131394305147, 20.43002640288168)
(388.0040574744943, 21.066353929318936)
(388.5144536062207, 21.71012166683988)
(389.02247755964004, 22.36134754467255)
(389.52810426656816, 23.0200498296535)
(390.03130836299897, 23.68624713022221)
(390.5320641827304, 24.359958400512987)
(391.03034575084064, 25.04120294454659)
(391.52612677701006, 25.730000420523883)
(392.01938064868324, 26.426370845223914)
(392.5100804240667, 27.130334598508863)
(392.998198824957, 27.84191242793843)
(393.9837082293937, 28.56112545349624)
(394.96657107638134, 29.28798212912099)
(395.94674952748665, 30.022490952445384)
(396.924205462443, 30.76466046395559)
(397.89890047469294, 31.514499246120273)
(398.8707958668667, 32.27201592248824)
(399.839852646196, 33.03721915675368)
(400.8060315198622, 33.81011765178815)
(401.7692928902764, 34.59072014863802)
(402.72959685029156, 35.3790354254866)
(403.68690317834444, 36.17507229657958)
(404.64117133352636, 36.97883961111288)
(405.59236045058134, 37.790346252081584)
(406.5404293348304, 38.60960113508878)
(406.98533645702014, 39.43661320711316)
(407.42704838369235, 40.2714071957595)
(407.8655312107274, 41.11400824529037)
(408.30075055274494, 41.96444192261674)
(408.7326715322195, 42.822734223431866)
(409.16125876830114, 43.688911578492075)
(409.58647636533107, 44.56300086004834)
(410.0082879010422, 45.44502938843241)
(410.426656414433, 46.335024938801645)
(410.84154439330433, 47.233015748046675)
(411.2529137614462, 48.13903052186615)
(411.16072586546363, 49.053098442013024)
(411.0649496200692, 49.97526711143428)
(410.96555333799296, 50.905585054864616)
(410.8625047139915, 51.84410174061209)
(410.7557708082966, 52.790867603069096)
(410.6453180294782, 53.74593406597835)
(410.5311121166962, 54.70935356648488)
(410.41311812131454, 55.6811795800064)
(410.29130038784905, 56.66146664595652)
(410.1656225342192, 57.65027039435639)
(409.5360474312729, 58.64764757337269)
(408.9025458762179, 59.653676319415695)
(408.2650880671895, 60.66843646006031)
(407.6236435864934, 61.692009565102936)
(406.97818138321264, 62.724478999674574)
(406.32866975514753, 63.76592997951324)
(405.6750763300574, 64.81644962850471)
(405.01736804617013, 65.87612703860756)
(404.3555111319241, 66.94505333228528)
(403.6894710849042, 68.02332172757613)
(403.01921264993234, 69.11102760593928)
(402.3446997962704, 70.20826858302489)
(401.6658956938896, 71.31514458252475)
(400.9827626887597, 72.43175791327073)
(400.2952622771067, 73.5582133497587)
(400.1033550785853, 74.69461821628765)
(399.9069894932229, 75.84105769706309)
(399.70611266996406, 76.9976189353268)
(399.500670464079, 78.16439109419082)
(399.2906073926672, 79.34146542003307)
(399.0758665881502, 80.52893530858842)
(398.8563897496414, 81.72689637387784)
(398.6321170920729, 82.93544652012741)
(398.4029872929514, 84.15468601683853)
(398.16893743660575, 85.384717577181)
(397.9299029557805, 86.62564643989268)
(397.685817570419, 87.87758045488074)
(397.4366132234676, 89.14063017273313)
(397.1822200135227, 90.41490893836301)
(397.422566124127, 91.70053298902408)
(397.65756500332327, 92.99758997048266)
(397.8871279376168, 94.30616939467278)
(398.1111639748127, 95.62636269153218)
(398.3295798433449, 96.95826326277368)
(398.54227986790124, 98.30196653767965)
(398.74916588113626, 99.65757003101206)
(398.950137131249, 101.02517340313574)
(399.14509018518845, 102.40487852245737)
(399.3339188272335, 103.79678953028863)
(399.5165139526759, 105.20101290824786)
(399.69276345631647, 106.6176575483205)
(399.8625521154651, 108.04683482570594)
(400.0257614671114, 109.48865867458485)
(400.1822696789108, 110.94324566694898)
(400.3319514136046, 112.41071509464345)
(400.47467768646356, 113.89118905477984)
(400.6103157153163, 115.38479253868778)
(400.7387287626885, 116.89165352458201)
(400.8597759695457, 118.4119030741326)
(400.97331218009134, 119.94567543313634)
(400.57918775703075, 121.49310813649964)
(400.17725901189885, 123.05439186921606)
(399.7673771854408, 124.62972332924737)
(399.3493881921559, 126.21930550063995)
(398.9231323479836, 127.8233479432117)
(398.48844407975065, 129.4420671000701)
(398.0451516148618, 131.0756866243376)
(397.5930766495654, 132.7244377265895)
(397.13203399395536, 134.38855954465137)
(396.6618311916833, 136.06829953756193)
(396.18226811213947, 137.7639139056837)
(395.69313651262644, 139.47566803913975)
(395.19421956777825, 141.20383699697558)
(394.68529136317835, 142.94870601968987)
(394.1661163497866, 144.71057107805402)
(393.63644875540166, 146.48973946144923)
(393.5960319489467, 148.2865304092981)
(393.5445873512078, 150.1011967355245)
(393.4818247791066, 151.93399934166416)
(393.40744176756954, 153.7852075791199)
(393.3211228403541, 155.65509963243548)
(393.2225387251085, 157.5439629250502)
(393.1113455074184, 159.45209454911077)
(392.9871837180091, 161.37980172104)
(392.84967734660506, 163.3274022646963)
(392.6984327751969, 165.29522512410156)
(392.533037622612, 167.28361090787007)
(392.3530594913124, 169.29291246763782)
(392.65804460623764, 171.32349551296988)
(392.94751807587244, 173.37561996157697)
(393.2209845454492, 175.44955108680722)
(393.4779270140582, 177.54555955609965)
(393.7178055671467, 179.6639214547535)
(393.940056017249, 181.80491829224857)
(394.14408844509927, 183.96883698791592)
